date,model,pred_close,actual_close,pred_direction,actual_direction,correct,abs_error
2026-06-01,lstm_multivariate,115.98792246254042,119.87618885,-1,1,0,3.8882663874595806
2026-06-02,random_walk,119.87618885,117.4289206,-1,-1,1,2.4472682500000076
2026-06-02,moving_average,112.15081225999998,117.4289206,-1,-1,1,5.278108340000017
2026-06-02,arima,119.91317862993536,117.4289206,1,-1,0,2.4842580299353614
2026-06-02,random_forest,120.04376882785012,117.4289206,-1,-1,1,2.6148482278501177
2026-06-02,lstm_univariate,119.96784166035702,117.4289206,1,-1,0,2.5389210603570262
2026-06-02,lstm_multivariate,119.12236703432437,117.4289206,-1,-1,1,1.6934464343243718
2026-06-03,random_walk,117.4289206,111.3956552,-1,-1,1,6.033265400000005
2026-06-03,moving_average,113.79897251,111.3956552,-1,-1,1,2.4033173100000056
2026-06-03,arima,117.34386361243534,111.3956552,-1,-1,1,5.948208412435349
2026-06-03,random_forest,117.3908841289967,111.3956552,-1,-1,1,5.99522892899671
2026-06-03,lstm_univariate,117.51487177451598,111.3956552,1,-1,0,6.119216574515988
2026-06-03,lstm_multivariate,116.80068473311559,111.3956552,-1,-1,1,5.405029533115595
2026-06-04,random_walk,111.3956552,107.7796915,-1,-1,1,3.6159636999999947
2026-06-04,moving_average,114.44624999,107.7796915,1,-1,0,6.66655849
2026-06-04,arima,111.39485078117607,107.7796915,-1,-1,1,3.6151592811760764
2026-06-04,random_forest,111.28939988576349,107.7796915,-1,-1,1,3.5097083857634885
2026-06-04,lstm_univariate,111.48066937617637,107.7796915,1,-1,0,3.700977876176367
2026-06-04,lstm_multivariate,110.7308325513583,107.7796915,-1,-1,1,2.951141051358306
2026-06-05,random_walk,107.7796915,103.73420725,-1,-1,1,4.045484250000001
2026-06-05,moving_average,114.63803591000001,103.73420725,1,-1,0,10.903828660000016
2026-06-05,arima,107.7465394956504,103.73420725,-1,-1,1,4.0123322456503985
2026-06-05,random_forest,107.80252119804882,103.73420725,-1,-1,1,4.068313948048825
2026-06-05,lstm_univariate,107.8674110952192,103.73420725,1,-1,0,4.1332038452191995
2026-06-05,lstm_multivariate,107.32827819565702,103.73420725,-1,-1,1,3.5940709456570232
2026-06-08,random_walk,103.73420725,106.7608288,-1,1,0,3.0266215500000015
2026-06-08,moving_average,112.04293268,106.7608288,1,1,1,5.282103880000008
2026-06-08,arima,103.68326501905204,106.7608288,-1,1,0,3.077563780947955
2026-06-08,random_forest,103.76169167418648,106.7608288,-1,1,0,2.999137125813519
2026-06-08,lstm_univariate,103.82572003761041,106.7608288,1,1,1,2.9351087623895893
2026-06-08,lstm_multivariate,103.38833797680536,106.7608288,-1,1,0,3.3724908231946387
2026-06-09,random_walk,106.7608288,100.57773065,-1,-1,1,6.183098149999992
2026-06-09,moving_average,109.41986067,100.57773065,1,-1,0,8.842130019999999
2026-06-09,arima,106.87181241024754,100.57773065,1,-1,0,6.294081760247536
2026-06-09,random_forest,106.84550590851221,100.57773065,-1,-1,1,6.267775258512202
2026-06-09,lstm_univariate,106.8575213697402,100.57773065,1,-1,0,6.279790719740191
2026-06-09,lstm_multivariate,106.33137169789153,100.57773065,-1,-1,1,5.75364104789152
2026-06-10,random_walk,100.57773065,97.89073,-1,-1,1,2.6870006500000017
2026-06-10,moving_average,106.04962268,97.89073,1,-1,0,8.158892679999994
2026-06-10,arima,100.35104031157556,97.89073,-1,-1,1,2.4603103115755545
2026-06-10,random_forest,100.58627802403791,97.89073,-1,-1,1,2.6955480240379046
2026-06-10,lstm_univariate,100.67550255917043,97.89073,1,-1,0,2.7847725591704204
2026-06-10,lstm_multivariate,100.2481913018183,97.89073,-1,-1,1,2.35746130181829
2026-06-11,random_walk,97.89073,97.76087495,-1,-1,1,0.1298550500000033
2026-06-11,moving_average,103.34863763999999,97.76087495,1,-1,0,5.587762689999991
2026-06-11,arima,98.05506883921612,97.76087495,1,-1,0,0.29419388921611755
2026-06-11,random_forest,97.91311646308866,97.76087495,-1,-1,1,0.1522415130886543
2026-06-11,lstm_univariate,97.99246245699727,97.76087495,1,-1,0,0.23158750699727193
2026-06-11,lstm_multivariate,97.6822463908595,97.76087495,-1,-1,1,0.0786285591404976
2026-06-12,random_walk,97.76087495,101.8063592,-1,1,0,4.045484250000001
2026-06-12,moving_average,101.34487433000001,101.8063592,1,1,1,0.4614848699999925
2026-06-12,arima,97.60134119237216,101.8063592,-1,1,0,4.205018007627842
